Polo;Faixa_Distancia;K_Sugerido;Qtd_Amostras
MARICÁ;131000-131500 m;;0
MARICÁ;131500-132000 m;;0
MARICÁ;132000-132500 m;;0
MARICÁ;132500-133000 m;;0
MARICÁ;133000-133500 m;;0
MARICÁ;133500-134000 m;;0
MARICÁ;134000-134500 m;;0
MARICÁ;134500-135000 m;;0
MARICÁ;135000-135500 m;;0
MARICÁ;135500-136000 m;;0
MARICÁ;136000-136500 m;;0
MARICÁ;136500-137000 m;;0
MARICÁ;137000-137500 m;;0
MARICÁ;137500-138000 m;;0
MARICÁ;138000-138500 m;;0
MARICÁ;138500-139000 m;;0
MARICÁ;139000-139500 m;;0
MARICÁ;139500-140000 m;;0
MARICÁ;140000-140500 m;;0
MARICÁ;140500-141000 m;;0
MARICÁ;141000-141500 m;;0
MARICÁ;141500-142000 m;;0
MARICÁ;142000-142500 m;;0
MARICÁ;142500-143000 m;;0
MARICÁ;143000-143500 m;;0
MARICÁ;143500-144000 m;;0
MARICÁ;144000-144500 m;;0
MARICÁ;144500-145000 m;;0
MARICÁ;145000-145500 m;;0
MARICÁ;145500-146000 m;;0
MARICÁ;146000-146500 m;;0
MARICÁ;146500-147000 m;;0
MARICÁ;147000-147500 m;;0
MARICÁ;147500-148000 m;;0
MARICÁ;148000-148500 m;;0
MARICÁ;148500-149000 m;;0
MARICÁ;149000-149500 m;;0
MARICÁ;149500-150000 m;;0
MARICÁ;150000-150500 m;;0
MARICÁ;150500-151000 m;;0
MARICÁ;151000-151500 m;;0
MARICÁ;151500-152000 m;;0
MARICÁ;152000-152500 m;;0
MARICÁ;152500-153000 m;;0
MARICÁ;153000-153500 m;;0
MARICÁ;153500-154000 m;;0
MARICÁ;154000-154500 m;;0
MARICÁ;154500-155000 m;;0
MARICÁ;155000-155500 m;;0
MARICÁ;155500-156000 m;;0
MARICÁ;156000-156500 m;;0
MARICÁ;156500-157000 m;;0
MARICÁ;157000-157500 m;;0
MARICÁ;157500-158000 m;;0
MARICÁ;158000-158500 m;;0
MARICÁ;158500-159000 m;;0
MARICÁ;159000-159500 m;;0
MARICÁ;159500-160000 m;;0
MARICÁ;160000-160500 m;;0
MARICÁ;160500-161000 m;;0
MARICÁ;161000-161500 m;;0
MARICÁ;161500-162000 m;;0
MARICÁ;162000-162500 m;;0
MARICÁ;162500-163000 m;;0
MARICÁ;163000-163500 m;;0
MARICÁ;163500-164000 m;;0
MARICÁ;164000-164500 m;;0
MARICÁ;164500-165000 m;;0
MARICÁ;165000-165500 m;;0
MARICÁ;165500-166000 m;;0
MARICÁ;166000-166500 m;;0
MARICÁ;166500-167000 m;;0
MARICÁ;167000-167500 m;;0
MARICÁ;167500-168000 m;;0
MARICÁ;168000-168500 m;;0
MARICÁ;168500-169000 m;;0
MARICÁ;169000-169500 m;;0
MARICÁ;169500-170000 m;;0
MARICÁ;170000-170500 m;;0
MARICÁ;170500-171000 m;;0
MARICÁ;171000-171500 m;;0
MARICÁ;171500-172000 m;;0
MARICÁ;172000-172500 m;;0
MARICÁ;172500-173000 m;;0
MARICÁ;173000-173500 m;;0
MARICÁ;173500-174000 m;;0
MARICÁ;174000-174500 m;;0
MARICÁ;174500-175000 m;;0
MARICÁ;175000-175500 m;;0
MARICÁ;175500-176000 m;;0
MARICÁ;176000-176500 m;;0
MARICÁ;176500-177000 m;;0
MARICÁ;177000-177500 m;;0
MARICÁ;177500-178000 m;;0
MARICÁ;178000-178500 m;;0
MARICÁ;178500-179000 m;;0
MARICÁ;179000-179500 m;;0
MARICÁ;179500-180000 m;;0
MARICÁ;180000-180500 m;;0
MARICÁ;180500-181000 m;;0
MARICÁ;181000-181500 m;;0
MARICÁ;181500-182000 m;;0
MARICÁ;182000-182500 m;;0
MARICÁ;182500-183000 m;;0
MARICÁ;183000-183500 m;;0
MARICÁ;183500-184000 m;;0
MARICÁ;184000-184500 m;;0
MARICÁ;184500-185000 m;;0
MARICÁ;185000-185500 m;;0
MARICÁ;185500-186000 m;;0
MARICÁ;186000-186500 m;;0
MARICÁ;186500-187000 m;;0
MARICÁ;187000-187500 m;;0
MARICÁ;187500-188000 m;;0
MARICÁ;188000-188500 m;;0
MARICÁ;188500-189000 m;;0
MARICÁ;189000-189500 m;;0
MARICÁ;189500-190000 m;;0
MARICÁ;190000-190500 m;;0
MARICÁ;190500-191000 m;;0
MARICÁ;191000-191500 m;;0
MARICÁ;191500-192000 m;;0
MARICÁ;192000-192500 m;;0
MARICÁ;192500-193000 m;;0
MARICÁ;193000-193500 m;;0
MARICÁ;193500-194000 m;;0
MARICÁ;194000-194500 m;;0
MARICÁ;194500-195000 m;;0
MARICÁ;195000-195500 m;;0
MARICÁ;195500-196000 m;;0
MARICÁ;196000-196500 m;;0
MARICÁ;196500-197000 m;;0
MARICÁ;197000-197500 m;;0
MARICÁ;197500-198000 m;;0
MARICÁ;198000-198500 m;;0
MARICÁ;198500-199000 m;;0
MARICÁ;199000-199500 m;;0
MARICÁ;199500-200000 m;;0
MARICÁ;200000-200500 m;;0
MARICÁ;200500-201000 m;;0
MARICÁ;201000-201500 m;;0
MARICÁ;201500-202000 m;;0
MARICÁ;202000-202500 m;;0
MARICÁ;202500-203000 m;;0
MARICÁ;203000-203500 m;;0
MARICÁ;203500-204000 m;;0
MARICÁ;204000-204500 m;;0
MARICÁ;204500-205000 m;;0
MARICÁ;205000-205500 m;;0
MARICÁ;205500-206000 m;;0
MARICÁ;206000-206500 m;;0
MARICÁ;206500-207000 m;;0
MARICÁ;207000-207500 m;;0
MARICÁ;207500-208000 m;;0
MARICÁ;208000-208500 m;;0
MARICÁ;208500-209000 m;;0
MARICÁ;209000-209500 m;;0
MARICÁ;209500-210000 m;;0
MARICÁ;210000-210500 m;;0
MARICÁ;210500-211000 m;;0
MARICÁ;211000-211500 m;;0
MARICÁ;211500-212000 m;;0
MARICÁ;212000-212500 m;;0
MARICÁ;212500-213000 m;;0
MARICÁ;213000-213500 m;;0
MARICÁ;213500-214000 m;;0
MARICÁ;214000-214500 m;;0
MARICÁ;214500-215000 m;;0
MARICÁ;215000-215500 m;;0
MARICÁ;215500-216000 m;;0
MARICÁ;216000-216500 m;;0
MARICÁ;216500-217000 m;;0
MARICÁ;217000-217500 m;;0
MARICÁ;217500-218000 m;;0
MARICÁ;218000-218500 m;;0
MARICÁ;218500-219000 m;;0
MARICÁ;219000-219500 m;;0
MARICÁ;219500-220000 m;;0
MARICÁ;220000-220500 m;;0
MARICÁ;220500-221000 m;;0
MARICÁ;221000-221500 m;;0
MARICÁ;221500-222000 m;;0
MARICÁ;222000-222500 m;;0
MARICÁ;222500-223000 m;;0
MARICÁ;223000-223500 m;;0
MARICÁ;223500-224000 m;;0
MARICÁ;224000-224500 m;;0
MARICÁ;224500-225000 m;;0
MARICÁ;225000-225500 m;;0
MARICÁ;225500-226000 m;;0
MARICÁ;226000-226500 m;;0
MARICÁ;226500-227000 m;;0
MARICÁ;227000-227500 m;;0
MARICÁ;227500-228000 m;;0
MARICÁ;228000-228500 m;;0
MARICÁ;228500-229000 m;;0
MARICÁ;229000-229500 m;;0
MARICÁ;229500-230000 m;;0
MARICÁ;230000-230500 m;;0
MARICÁ;230500-231000 m;;0
MARICÁ;231000-231500 m;;0
MARICÁ;231500-232000 m;;0
MARICÁ;232000-232500 m;;0
MARICÁ;232500-233000 m;;0
MARICÁ;233000-233500 m;;0
MARICÁ;233500-234000 m;;0
MARICÁ;234000-234500 m;;0
MARICÁ;234500-235000 m;;0
MARICÁ;235000-235500 m;;0
MARICÁ;235500-236000 m;;0
MARICÁ;236000-236500 m;;0
MARICÁ;236500-237000 m;;0
NITERÓI;0-500 m;41.62;3295
NITERÓI;500-1000 m;1.14;256
NITERÓI;1000-1500 m;1.33;85
NITERÓI;1500-2000 m;1.86;15
NITERÓI;2000-2500 m;1.12;15
NITERÓI;2500-3000 m;1.46;15
NITERÓI;3000-3500 m;1.55;33
NITERÓI;3500-4000 m;1.71;59
NITERÓI;4000-4500 m;1.77;49
NITERÓI;4500-5000 m;1.54;50
NITERÓI;5000-5500 m;1.28;19
NITERÓI;5500-6000 m;0.86;6
NITERÓI;6000-6500 m;;0
NITERÓI;6500-7000 m;;0
NITERÓI;7000-7500 m;1.88;3
NITERÓI;7500-8000 m;;0
NITERÓI;8000-8500 m;;0
NITERÓI;8500-9000 m;;0
NITERÓI;9000-9500 m;;0
NITERÓI;9500-10000 m;;0
NITERÓI;10000-10500 m;;0
NITERÓI;10500-11000 m;;0
NITERÓI;11000-11500 m;;0
NITERÓI;11500-12000 m;;0
NITERÓI;12000-12500 m;;0
NITERÓI;12500-13000 m;;0
NITERÓI;13000-13500 m;;0
NITERÓI;13500-14000 m;;0
NITERÓI;14000-14500 m;;0
NITERÓI;14500-15000 m;;0
NITERÓI;15000-15500 m;;0
NITERÓI;15500-16000 m;;0
NITERÓI;16000-16500 m;;0
NITERÓI;16500-17000 m;;0
NITERÓI;17000-17500 m;;0
NITERÓI;17500-18000 m;;0
NITERÓI;18000-18500 m;;0
NITERÓI;18500-19000 m;;0
NITERÓI;19000-19500 m;;0
NITERÓI;19500-20000 m;;0
NITERÓI;20000-20500 m;;0
NITERÓI;20500-21000 m;;0
NITERÓI;21000-21500 m;;0
NITERÓI;21500-22000 m;;0
NITERÓI;22000-22500 m;;0
NITERÓI;22500-23000 m;;0
NITERÓI;23000-23500 m;;0
NITERÓI;23500-24000 m;;0
NITERÓI;24000-24500 m;;0
NITERÓI;24500-25000 m;;0
NITERÓI;25000-25500 m;;0
NITERÓI;25500-26000 m;;0
NITERÓI;26000-26500 m;;0
NITERÓI;26500-27000 m;;0
NITERÓI;27000-27500 m;;0
NITERÓI;27500-28000 m;;0
NITERÓI;28000-28500 m;;0
NITERÓI;28500-29000 m;;0
NITERÓI;29000-29500 m;;0
NITERÓI;29500-30000 m;;0
NITERÓI;30000-30500 m;;0
NITERÓI;30500-31000 m;;0
NITERÓI;31000-31500 m;;0
NITERÓI;31500-32000 m;;0
NITERÓI;32000-32500 m;;0
NITERÓI;32500-33000 m;;0
NITERÓI;33000-33500 m;;0
NITERÓI;33500-34000 m;;0
NITERÓI;34000-34500 m;;0
NITERÓI;34500-35000 m;;0
NITERÓI;35000-35500 m;;0
NITERÓI;35500-36000 m;;0
NITERÓI;36000-36500 m;;0
NITERÓI;36500-37000 m;;0
NITERÓI;37000-37500 m;;0
NITERÓI;37500-38000 m;;0
NITERÓI;38000-38500 m;;0
NITERÓI;38500-39000 m;;0
NITERÓI;39000-39500 m;;0
NITERÓI;39500-40000 m;;0
NITERÓI;40000-40500 m;;0
NITERÓI;40500-41000 m;;0
NITERÓI;41000-41500 m;;0
NITERÓI;41500-42000 m;;0
NITERÓI;42000-42500 m;;0
NITERÓI;42500-43000 m;;0
NITERÓI;43000-43500 m;;0
NITERÓI;43500-44000 m;;0
NITERÓI;44000-44500 m;;0
NITERÓI;44500-45000 m;;0
NITERÓI;45000-45500 m;;0
NITERÓI;45500-46000 m;;0
NITERÓI;46000-46500 m;;0
NITERÓI;46500-47000 m;;0
NITERÓI;47000-47500 m;;0
NITERÓI;47500-48000 m;;0
NITERÓI;48000-48500 m;;0
NITERÓI;48500-49000 m;;0
NITERÓI;49000-49500 m;;0
NITERÓI;49500-50000 m;;0
NITERÓI;50000-50500 m;;0
NITERÓI;50500-51000 m;;0
NITERÓI;51000-51500 m;;0
NITERÓI;51500-52000 m;;0
NITERÓI;52000-52500 m;;0
NITERÓI;52500-53000 m;;0
NITERÓI;53000-53500 m;;0
NITERÓI;53500-54000 m;;0
NITERÓI;54000-54500 m;;0
NITERÓI;54500-55000 m;;0
NITERÓI;55000-55500 m;;0
NITERÓI;55500-56000 m;;0
NITERÓI;56000-56500 m;;0
NITERÓI;56500-57000 m;;0
NITERÓI;57000-57500 m;;0
NITERÓI;57500-58000 m;;0
NITERÓI;58000-58500 m;;0
NITERÓI;58500-59000 m;;0
NITERÓI;59000-59500 m;;0
NITERÓI;59500-60000 m;;0
NITERÓI;60000-60500 m;;0
NITERÓI;60500-61000 m;;0
NITERÓI;61000-61500 m;;0
NITERÓI;61500-62000 m;;0
NITERÓI;62000-62500 m;;0
NITERÓI;62500-63000 m;;0
NITERÓI;63000-63500 m;;0
NITERÓI;63500-64000 m;;0
NITERÓI;64000-64500 m;;0
NITERÓI;64500-65000 m;;0
NITERÓI;65000-65500 m;;0
NITERÓI;65500-66000 m;;0
NITERÓI;66000-66500 m;;0
NITERÓI;66500-67000 m;;0
NITERÓI;67000-67500 m;;0
NITERÓI;67500-68000 m;;0
NITERÓI;68000-68500 m;;0
NITERÓI;68500-69000 m;;0
NITERÓI;69000-69500 m;;0
NITERÓI;69500-70000 m;;0
NITERÓI;70000-70500 m;;0
NITERÓI;70500-71000 m;;0
NITERÓI;71000-71500 m;;0
NITERÓI;71500-72000 m;;0
NITERÓI;72000-72500 m;;0
NITERÓI;72500-73000 m;;0
NITERÓI;73000-73500 m;;0
NITERÓI;73500-74000 m;;0
NITERÓI;74000-74500 m;;0
NITERÓI;74500-75000 m;;0
NITERÓI;75000-75500 m;;0
NITERÓI;75500-76000 m;;0
NITERÓI;76000-76500 m;;0
NITERÓI;76500-77000 m;;0
NITERÓI;77000-77500 m;;0
NITERÓI;77500-78000 m;;0
NITERÓI;78000-78500 m;;0
NITERÓI;78500-79000 m;;0
NITERÓI;79000-79500 m;;0
NITERÓI;79500-80000 m;;0
NITERÓI;80000-80500 m;;0
NITERÓI;80500-81000 m;;0
NITERÓI;81000-81500 m;;0
NITERÓI;81500-82000 m;;0
NITERÓI;82000-82500 m;;0
NITERÓI;82500-83000 m;;0
NITERÓI;83000-83500 m;;0
NITERÓI;83500-84000 m;;0
NITERÓI;84000-84500 m;;0
NITERÓI;84500-85000 m;;0
NITERÓI;85000-85500 m;;0
NITERÓI;85500-86000 m;;0
NITERÓI;86000-86500 m;;0
NITERÓI;86500-87000 m;;0
NITERÓI;87000-87500 m;;0
NITERÓI;87500-88000 m;;0
NITERÓI;88000-88500 m;;0
NITERÓI;88500-89000 m;;0
NITERÓI;89000-89500 m;;0
NITERÓI;89500-90000 m;;0
NITERÓI;90000-90500 m;;0
NITERÓI;90500-91000 m;;0
NITERÓI;91000-91500 m;;0
NITERÓI;91500-92000 m;;0
NITERÓI;92000-92500 m;;0
NITERÓI;92500-93000 m;;0
NITERÓI;93000-93500 m;;0
NITERÓI;93500-94000 m;;0
NITERÓI;94000-94500 m;;0
NITERÓI;94500-95000 m;;0
NITERÓI;95000-95500 m;;0
NITERÓI;95500-96000 m;;0
NITERÓI;96000-96500 m;;0
NITERÓI;96500-97000 m;;0
NITERÓI;97000-97500 m;;0
NITERÓI;97500-98000 m;;0
NITERÓI;98000-98500 m;;0
NITERÓI;98500-99000 m;;0
NITERÓI;99000-99500 m;;0
NITERÓI;99500-100000 m;;0
NITERÓI;100000-100500 m;;0
NITERÓI;100500-101000 m;;0
NITERÓI;101000-101500 m;;0
NITERÓI;101500-102000 m;;0
NITERÓI;102000-102500 m;;0
NITERÓI;102500-103000 m;;0
NITERÓI;103000-103500 m;;0
NITERÓI;103500-104000 m;;0
NITERÓI;104000-104500 m;;0
NITERÓI;104500-105000 m;;0
NITERÓI;105000-105500 m;;0
NITERÓI;105500-106000 m;;0
NITERÓI;106000-106500 m;;0
NITERÓI;106500-107000 m;;0
NITERÓI;107000-107500 m;;0
NITERÓI;107500-108000 m;;0
NITERÓI;108000-108500 m;;0
NITERÓI;108500-109000 m;;0
NITERÓI;109000-109500 m;;0
NITERÓI;109500-110000 m;;0
NITERÓI;110000-110500 m;;0
NITERÓI;110500-111000 m;;0
NITERÓI;111000-111500 m;;0
NITERÓI;111500-112000 m;;0
NITERÓI;112000-112500 m;;0
NITERÓI;112500-113000 m;;0
NITERÓI;113000-113500 m;;0
NITERÓI;113500-114000 m;;0
NITERÓI;114000-114500 m;;0
NITERÓI;114500-115000 m;;0
NITERÓI;115000-115500 m;;0
NITERÓI;115500-116000 m;;0
NITERÓI;116000-116500 m;;0
NITERÓI;116500-117000 m;;0
NITERÓI;117000-117500 m;;0
NITERÓI;117500-118000 m;;0
NITERÓI;118000-118500 m;;0
NITERÓI;118500-119000 m;;0
NITERÓI;119000-119500 m;;0
NITERÓI;119500-120000 m;;0
NITERÓI;120000-120500 m;;0
NITERÓI;120500-121000 m;;0
NITERÓI;121000-121500 m;;0
NITERÓI;121500-122000 m;;0
NITERÓI;122000-122500 m;;0
NITERÓI;122500-123000 m;;0
NITERÓI;123000-123500 m;;0
NITERÓI;123500-124000 m;;0
NITERÓI;124000-124500 m;;0
NITERÓI;124500-125000 m;;0
NITERÓI;125000-125500 m;;0
NITERÓI;125500-126000 m;;0
NITERÓI;126000-126500 m;;0
NITERÓI;126500-127000 m;;0
NITERÓI;127000-127500 m;;0
NITERÓI;127500-128000 m;;0
NITERÓI;128000-128500 m;;0
NITERÓI;128500-129000 m;;0
NITERÓI;129000-129500 m;;0
NITERÓI;129500-130000 m;;0
NITERÓI;130000-130500 m;;0
NITERÓI;130500-131000 m;;0
NITERÓI;131000-131500 m;;0
NITERÓI;131500-132000 m;;0
NITERÓI;132000-132500 m;;0
NITERÓI;132500-133000 m;;0
NITERÓI;133000-133500 m;;0
NITERÓI;133500-134000 m;;0
NITERÓI;134000-134500 m;;0
NITERÓI;134500-135000 m;;0
NITERÓI;135000-135500 m;;0
NITERÓI;135500-136000 m;;0
NITERÓI;136000-136500 m;;0
NITERÓI;136500-137000 m;;0
NITERÓI;137000-137500 m;;0
NITERÓI;137500-138000 m;;0
NITERÓI;138000-138500 m;;0
NITERÓI;138500-139000 m;;0
NITERÓI;139000-139500 m;;0
NITERÓI;139500-140000 m;;0
NITERÓI;140000-140500 m;;0
NITERÓI;140500-141000 m;;0
NITERÓI;141000-141500 m;;0
NITERÓI;141500-142000 m;;0
NITERÓI;142000-142500 m;;0
NITERÓI;142500-143000 m;;0
NITERÓI;143000-143500 m;;0
NITERÓI;143500-144000 m;;0
NITERÓI;144000-144500 m;;0
NITERÓI;144500-145000 m;;0
NITERÓI;145000-145500 m;;0
NITERÓI;145500-146000 m;;0
NITERÓI;146000-146500 m;;0
NITERÓI;146500-147000 m;;0
NITERÓI;147000-147500 m;;0
NITERÓI;147500-148000 m;;0
NITERÓI;148000-148500 m;;0
NITERÓI;148500-149000 m;;0
NITERÓI;149000-149500 m;;0
NITERÓI;149500-150000 m;;0
NITERÓI;150000-150500 m;;0
NITERÓI;150500-151000 m;;0
NITERÓI;151000-151500 m;;0
NITERÓI;151500-152000 m;;0
NITERÓI;152000-152500 m;;0
NITERÓI;152500-153000 m;;0
NITERÓI;153000-153500 m;;0
NITERÓI;153500-154000 m;;0
NITERÓI;154000-154500 m;;0
NITERÓI;154500-155000 m;;0
NITERÓI;155000-155500 m;;0
NITERÓI;155500-156000 m;;0
NITERÓI;156000-156500 m;;0
NITERÓI;156500-157000 m;;0
NITERÓI;157000-157500 m;;0
NITERÓI;157500-158000 m;;0
NITERÓI;158000-158500 m;;0
NITERÓI;158500-159000 m;;0
NITERÓI;159000-159500 m;;0
NITERÓI;159500-160000 m;;0
NITERÓI;160000-160500 m;;0
NITERÓI;160500-161000 m;;0
NITERÓI;161000-161500 m;;0
NITERÓI;161500-162000 m;;0
NITERÓI;162000-162500 m;;0
NITERÓI;162500-163000 m;;0
NITERÓI;163000-163500 m;;0
NITERÓI;163500-164000 m;;0
NITERÓI;164000-164500 m;;0
NITERÓI;164500-165000 m;;0
NITERÓI;165000-165500 m;;0
NITERÓI;165500-166000 m;;0
NITERÓI;166000-166500 m;;0
NITERÓI;166500-167000 m;;0
NITERÓI;167000-167500 m;;0
NITERÓI;167500-168000 m;;0
NITERÓI;168000-168500 m;;0
NITERÓI;168500-169000 m;;0
NITERÓI;169000-169500 m;;0
NITERÓI;169500-170000 m;;0
NITERÓI;170000-170500 m;;0
NITERÓI;170500-171000 m;;0
NITERÓI;171000-171500 m;;0
NITERÓI;171500-172000 m;;0
NITERÓI;172000-172500 m;;0
NITERÓI;172500-173000 m;;0
NITERÓI;173000-173500 m;;0
NITERÓI;173500-174000 m;;0
NITERÓI;174000-174500 m;;0
NITERÓI;174500-175000 m;;0
NITERÓI;175000-175500 m;;0
NITERÓI;175500-176000 m;;0
NITERÓI;176000-176500 m;;0
NITERÓI;176500-177000 m;;0
NITERÓI;177000-177500 m;;0
NITERÓI;177500-178000 m;;0
NITERÓI;178000-178500 m;;0
NITERÓI;178500-179000 m;;0
NITERÓI;179000-179500 m;;0
NITERÓI;179500-180000 m;;0
NITERÓI;180000-180500 m;;0
NITERÓI;180500-181000 m;;0
NITERÓI;181000-181500 m;;0
NITERÓI;181500-182000 m;;0
NITERÓI;182000-182500 m;;0
NITERÓI;182500-183000 m;;0
NITERÓI;183000-183500 m;;0
NITERÓI;183500-184000 m;;0
NITERÓI;184000-184500 m;;0
NITERÓI;184500-185000 m;;0
NITERÓI;185000-185500 m;;0
NITERÓI;185500-186000 m;;0
NITERÓI;186000-186500 m;;0
NITERÓI;186500-187000 m;;0
NITERÓI;187000-187500 m;;0
NITERÓI;187500-188000 m;;0
NITERÓI;188000-188500 m;;0
NITERÓI;188500-189000 m;;0
NITERÓI;189000-189500 m;;0
NITERÓI;189500-190000 m;;0
NITERÓI;190000-190500 m;;0
NITERÓI;190500-191000 m;;0
NITERÓI;191000-191500 m;;0
NITERÓI;191500-192000 m;;0
NITERÓI;192000-192500 m;;0
NITERÓI;192500-193000 m;;0
NITERÓI;193000-193500 m;;0
NITERÓI;193500-194000 m;;0
NITERÓI;194000-194500 m;;0
NITERÓI;194500-195000 m;;0
NITERÓI;195000-195500 m;;0
NITERÓI;195500-196000 m;;0
NITERÓI;196000-196500 m;;0
NITERÓI;196500-197000 m;;0
NITERÓI;197000-197500 m;;0
NITERÓI;197500-198000 m;;0
NITERÓI;198000-198500 m;;0
NITERÓI;198500-199000 m;;0
NITERÓI;199000-199500 m;;0
NITERÓI;199500-200000 m;;0
NITERÓI;200000-200500 m;;0
NITERÓI;200500-201000 m;;0
NITERÓI;201000-201500 m;;0
NITERÓI;201500-202000 m;;0
NITERÓI;202000-202500 m;;0
NITERÓI;202500-203000 m;;0
NITERÓI;203000-203500 m;;0
NITERÓI;203500-204000 m;;0
NITERÓI;204000-204500 m;;0
NITERÓI;204500-205000 m;;0
NITERÓI;205000-205500 m;;0
NITERÓI;205500-206000 m;;0
NITERÓI;206000-206500 m;;0
NITERÓI;206500-207000 m;;0
NITERÓI;207000-207500 m;;0
NITERÓI;207500-208000 m;;0
NITERÓI;208000-208500 m;;0
NITERÓI;208500-209000 m;;0
NITERÓI;209000-209500 m;;0
NITERÓI;209500-210000 m;;0
NITERÓI;210000-210500 m;;0
NITERÓI;210500-211000 m;;0
NITERÓI;211000-211500 m;;0
NITERÓI;211500-212000 m;;0
NITERÓI;212000-212500 m;;0
NITERÓI;212500-213000 m;;0
NITERÓI;213000-213500 m;;0
NITERÓI;213500-214000 m;;0
NITERÓI;214000-214500 m;;0
NITERÓI;214500-215000 m;;0
NITERÓI;215000-215500 m;;0
NITERÓI;215500-216000 m;;0
NITERÓI;216000-216500 m;;0
NITERÓI;216500-217000 m;;0
NITERÓI;217000-217500 m;;0
NITERÓI;217500-218000 m;;0
NITERÓI;218000-218500 m;;0
NITERÓI;218500-219000 m;;0
NITERÓI;219000-219500 m;;0
NITERÓI;219500-220000 m;;0
NITERÓI;220000-220500 m;;0
NITERÓI;220500-221000 m;;0
NITERÓI;221000-221500 m;;0
NITERÓI;221500-222000 m;;0
NITERÓI;222000-222500 m;;0
NITERÓI;222500-223000 m;;0
NITERÓI;223000-223500 m;;0
NITERÓI;223500-224000 m;;0
NITERÓI;224000-224500 m;;0
NITERÓI;224500-225000 m;;0
NITERÓI;225000-225500 m;;0
NITERÓI;225500-226000 m;;0
NITERÓI;226000-226500 m;;0
NITERÓI;226500-227000 m;;0
NITERÓI;227000-227500 m;;0
NITERÓI;227500-228000 m;;0
NITERÓI;228000-228500 m;;0
NITERÓI;228500-229000 m;;0
NITERÓI;229000-229500 m;;0
NITERÓI;229500-230000 m;;0
NITERÓI;230000-230500 m;;0
NITERÓI;230500-231000 m;;0
NITERÓI;231000-231500 m;;0
NITERÓI;231500-232000 m;;0
NITERÓI;232000-232500 m;;0
NITERÓI;232500-233000 m;;0
NITERÓI;233000-233500 m;;0
NITERÓI;233500-234000 m;;0
NITERÓI;234000-234500 m;;0
NITERÓI;234500-235000 m;;0
NITERÓI;235000-235500 m;;0
NITERÓI;235500-236000 m;;0
NITERÓI;236000-236500 m;;0
NITERÓI;236500-237000 m;;0
PADUA;0-500 m;48.28;1058
PADUA;500-1000 m;3.28;152
PADUA;1000-1500 m;2.2;90
PADUA;1500-2000 m;1.18;82
PADUA;2000-2500 m;1.33;53
PADUA;2500-3000 m;1.34;45
PADUA;3000-3500 m;1.42;25
PADUA;3500-4000 m;1.52;15
PADUA;4000-4500 m;1.29;15
PADUA;4500-5000 m;1.52;10
PADUA;5000-5500 m;1.2;15
PADUA;5500-6000 m;1.25;23
PADUA;6000-6500 m;1.17;14
PADUA;6500-7000 m;1.24;13
PADUA;7000-7500 m;1.86;5
PADUA;7500-8000 m;1.13;6
PADUA;8000-8500 m;1.47;5
PADUA;8500-9000 m;1.45;4
PADUA;9000-9500 m;0.74;2
PADUA;9500-10000 m;;0
PADUA;10000-10500 m;1.34;2
PADUA;10500-11000 m;1.36;4
PADUA;11000-11500 m;1.34;3
PADUA;11500-12000 m;;0
PADUA;12000-12500 m;0.83;2
PADUA;12500-13000 m;1.39;1
PADUA;13000-13500 m;1.46;5
PADUA;13500-14000 m;1.26;5
PADUA;14000-14500 m;1.59;1
PADUA;14500-15000 m;1.27;5
PADUA;15000-15500 m;;0
PADUA;15500-16000 m;1.34;2
PADUA;16000-16500 m;1.17;2
PADUA;16500-17000 m;;0
PADUA;17000-17500 m;;0
PADUA;17500-18000 m;1.58;1
PADUA;18000-18500 m;;0
PADUA;18500-19000 m;1.84;2
PADUA;19000-19500 m;1.73;1
PADUA;19500-20000 m;1.97;3
PADUA;20000-20500 m;2.35;1
PADUA;20500-21000 m;1.41;2
PADUA;21000-21500 m;1.6;2
PADUA;21500-22000 m;1.62;2
PADUA;22000-22500 m;1.28;1
PADUA;22500-23000 m;;0
PADUA;23000-23500 m;1.57;2
PADUA;23500-24000 m;1.53;1
PADUA;24000-24500 m;1.62;3
PADUA;24500-25000 m;1.43;1
PADUA;25000-25500 m;1.27;4
PADUA;25500-26000 m;1.27;10
PADUA;26000-26500 m;1.3;4
PADUA;26500-27000 m;;0
PADUA;27000-27500 m;1.34;1
PADUA;27500-28000 m;0.0;1
PADUA;28000-28500 m;;0
PADUA;28500-29000 m;;0
PADUA;29000-29500 m;;0
PADUA;29500-30000 m;;0
PADUA;30000-30500 m;;0
PADUA;30500-31000 m;;0
PADUA;31000-31500 m;;0
PADUA;31500-32000 m;;0
PADUA;32000-32500 m;;0
PADUA;32500-33000 m;;0
PADUA;33000-33500 m;0.91;1
PADUA;33500-34000 m;;0
PADUA;34000-34500 m;;0
PADUA;34500-35000 m;;0
PADUA;35000-35500 m;;0
PADUA;35500-36000 m;;0
PADUA;36000-36500 m;;0
PADUA;36500-37000 m;;0
PADUA;37000-37500 m;;0
PADUA;37500-38000 m;;0
PADUA;38000-38500 m;;0
PADUA;38500-39000 m;;0
PADUA;39000-39500 m;;0
PADUA;39500-40000 m;;0
PADUA;40000-40500 m;;0
PADUA;40500-41000 m;;0
PADUA;41000-41500 m;;0
PADUA;41500-42000 m;;0
PADUA;42000-42500 m;;0
PADUA;42500-43000 m;;0
PADUA;43000-43500 m;;0
PADUA;43500-44000 m;;0
PADUA;44000-44500 m;;0
