Polo;Faixa_Distancia;K_Sugerido;Qtd_Amostras
MACAÉ;222500-223000 m;;0
MACAÉ;223000-223500 m;;0
MACAÉ;223500-224000 m;;0
MACAÉ;224000-224500 m;;0
MACAÉ;224500-225000 m;;0
MACAÉ;225000-225500 m;;0
MACAÉ;225500-226000 m;;0
MACAÉ;226000-226500 m;;0
MACAÉ;226500-227000 m;;0
MACAÉ;227000-227500 m;;0
MACAÉ;227500-228000 m;;0
MACAÉ;228000-228500 m;;0
MACAÉ;228500-229000 m;;0
MACAÉ;229000-229500 m;;0
MACAÉ;229500-230000 m;;0
MACAÉ;230000-230500 m;;0
MACAÉ;230500-231000 m;;0
MACAÉ;231000-231500 m;;0
MACAÉ;231500-232000 m;;0
MACAÉ;232000-232500 m;;0
MACAÉ;232500-233000 m;;0
MACAÉ;233000-233500 m;;0
MACAÉ;233500-234000 m;;0
MACAÉ;234000-234500 m;;0
MACAÉ;234500-235000 m;;0
MACAÉ;235000-235500 m;;0
MACAÉ;235500-236000 m;;0
MACAÉ;236000-236500 m;;0
MACAÉ;236500-237000 m;;0
MAGÉ;0-500 m;213.45;1360
MAGÉ;500-1000 m;1.57;178
MAGÉ;1000-1500 m;1.71;50
MAGÉ;1500-2000 m;1.66;13
MAGÉ;2000-2500 m;0.99;14
MAGÉ;2500-3000 m;0.96;21
MAGÉ;3000-3500 m;1.5;42
MAGÉ;3500-4000 m;1.34;15
MAGÉ;4000-4500 m;1.74;25
MAGÉ;4500-5000 m;1.31;17
MAGÉ;5000-5500 m;1.81;7
MAGÉ;5500-6000 m;1.36;2
MAGÉ;6000-6500 m;;0
MAGÉ;6500-7000 m;1.69;4
MAGÉ;7000-7500 m;2.05;3
MAGÉ;7500-8000 m;1.44;1
MAGÉ;8000-8500 m;1.69;1
MAGÉ;8500-9000 m;1.68;6
MAGÉ;9000-9500 m;0.97;5
MAGÉ;9500-10000 m;;0
MAGÉ;10000-10500 m;1.58;3
MAGÉ;10500-11000 m;0.55;3
MAGÉ;11000-11500 m;1.55;1
MAGÉ;11500-12000 m;1.93;3
MAGÉ;12000-12500 m;;0
MAGÉ;12500-13000 m;;0
MAGÉ;13000-13500 m;1.66;4
MAGÉ;13500-14000 m;1.43;2
MAGÉ;14000-14500 m;1.54;4
MAGÉ;14500-15000 m;1.24;2
MAGÉ;15000-15500 m;;0
MAGÉ;15500-16000 m;;0
MAGÉ;16000-16500 m;1.55;3
MAGÉ;16500-17000 m;1.34;2
MAGÉ;17000-17500 m;;0
MAGÉ;17500-18000 m;;0
MAGÉ;18000-18500 m;1.68;2
MAGÉ;18500-19000 m;;0
MAGÉ;19000-19500 m;1.56;3
MAGÉ;19500-20000 m;1.23;1
MAGÉ;20000-20500 m;1.7;1
MAGÉ;20500-21000 m;1.54;3
MAGÉ;21000-21500 m;1.79;1
MAGÉ;21500-22000 m;1.65;4
MAGÉ;22000-22500 m;1.43;6
MAGÉ;22500-23000 m;1.5;1
MAGÉ;23000-23500 m;1.35;1
MAGÉ;23500-24000 m;;0
MAGÉ;24000-24500 m;1.25;1
MAGÉ;24500-25000 m;;0
MAGÉ;25000-25500 m;;0
MAGÉ;25500-26000 m;;0
MAGÉ;26000-26500 m;;0
MAGÉ;26500-27000 m;;0
MAGÉ;27000-27500 m;;0
MAGÉ;27500-28000 m;;0
MAGÉ;28000-28500 m;;0
MAGÉ;28500-29000 m;;0
MAGÉ;29000-29500 m;;0
MAGÉ;29500-30000 m;;0
MAGÉ;30000-30500 m;;0
MAGÉ;30500-31000 m;;0
MAGÉ;31000-31500 m;;0
MAGÉ;31500-32000 m;;0
MAGÉ;32000-32500 m;;0
MAGÉ;32500-33000 m;;0
MAGÉ;33000-33500 m;;0
MAGÉ;33500-34000 m;;0
MAGÉ;34000-34500 m;;0
MAGÉ;34500-35000 m;;0
MAGÉ;35000-35500 m;;0
MAGÉ;35500-36000 m;;0
MAGÉ;36000-36500 m;;0
MAGÉ;36500-37000 m;;0
MAGÉ;37000-37500 m;;0
MAGÉ;37500-38000 m;;0
MAGÉ;38000-38500 m;;0
MAGÉ;38500-39000 m;;0
MAGÉ;39000-39500 m;;0
MAGÉ;39500-40000 m;;0
MAGÉ;40000-40500 m;;0
MAGÉ;40500-41000 m;;0
MAGÉ;41000-41500 m;;0
MAGÉ;41500-42000 m;;0
MAGÉ;42000-42500 m;;0
MAGÉ;42500-43000 m;;0
MAGÉ;43000-43500 m;;0
MAGÉ;43500-44000 m;;0
MAGÉ;44000-44500 m;;0
MAGÉ;44500-45000 m;;0
MAGÉ;45000-45500 m;;0
MAGÉ;45500-46000 m;;0
MAGÉ;46000-46500 m;;0
MAGÉ;46500-47000 m;;0
MAGÉ;47000-47500 m;;0
MAGÉ;47500-48000 m;;0
MAGÉ;48000-48500 m;;0
MAGÉ;48500-49000 m;;0
MAGÉ;49000-49500 m;;0
MAGÉ;49500-50000 m;;0
MAGÉ;50000-50500 m;;0
MAGÉ;50500-51000 m;;0
MAGÉ;51000-51500 m;;0
MAGÉ;51500-52000 m;;0
MAGÉ;52000-52500 m;;0
MAGÉ;52500-53000 m;;0
MAGÉ;53000-53500 m;;0
MAGÉ;53500-54000 m;;0
MAGÉ;54000-54500 m;;0
MAGÉ;54500-55000 m;;0
MAGÉ;55000-55500 m;;0
MAGÉ;55500-56000 m;;0
MAGÉ;56000-56500 m;;0
MAGÉ;56500-57000 m;;0
MAGÉ;57000-57500 m;;0
MAGÉ;57500-58000 m;;0
MAGÉ;58000-58500 m;;0
MAGÉ;58500-59000 m;;0
MAGÉ;59000-59500 m;;0
MAGÉ;59500-60000 m;;0
MAGÉ;60000-60500 m;;0
MAGÉ;60500-61000 m;;0
MAGÉ;61000-61500 m;;0
MAGÉ;61500-62000 m;;0
MAGÉ;62000-62500 m;;0
MAGÉ;62500-63000 m;;0
MAGÉ;63000-63500 m;;0
MAGÉ;63500-64000 m;;0
MAGÉ;64000-64500 m;;0
MAGÉ;64500-65000 m;;0
MAGÉ;65000-65500 m;;0
MAGÉ;65500-66000 m;;0
MAGÉ;66000-66500 m;;0
MAGÉ;66500-67000 m;;0
MAGÉ;67000-67500 m;;0
MAGÉ;67500-68000 m;;0
MAGÉ;68000-68500 m;;0
MAGÉ;68500-69000 m;;0
MAGÉ;69000-69500 m;;0
MAGÉ;69500-70000 m;;0
MAGÉ;70000-70500 m;;0
MAGÉ;70500-71000 m;;0
MAGÉ;71000-71500 m;;0
MAGÉ;71500-72000 m;;0
MAGÉ;72000-72500 m;;0
MAGÉ;72500-73000 m;;0
MAGÉ;73000-73500 m;;0
MAGÉ;73500-74000 m;;0
MAGÉ;74000-74500 m;;0
MAGÉ;74500-75000 m;;0
MAGÉ;75000-75500 m;;0
MAGÉ;75500-76000 m;;0
MAGÉ;76000-76500 m;;0
MAGÉ;76500-77000 m;;0
MAGÉ;77000-77500 m;;0
MAGÉ;77500-78000 m;;0
MAGÉ;78000-78500 m;;0
MAGÉ;78500-79000 m;;0
MAGÉ;79000-79500 m;;0
MAGÉ;79500-80000 m;;0
MAGÉ;80000-80500 m;;0
MAGÉ;80500-81000 m;;0
MAGÉ;81000-81500 m;;0
MAGÉ;81500-82000 m;;0
MAGÉ;82000-82500 m;;0
MAGÉ;82500-83000 m;;0
MAGÉ;83000-83500 m;;0
MAGÉ;83500-84000 m;;0
MAGÉ;84000-84500 m;;0
MAGÉ;84500-85000 m;;0
MAGÉ;85000-85500 m;;0
MAGÉ;85500-86000 m;;0
MAGÉ;86000-86500 m;;0
MAGÉ;86500-87000 m;;0
MAGÉ;87000-87500 m;;0
MAGÉ;87500-88000 m;;0
MAGÉ;88000-88500 m;;0
MAGÉ;88500-89000 m;;0
MAGÉ;89000-89500 m;;0
MAGÉ;89500-90000 m;;0
MAGÉ;90000-90500 m;;0
MAGÉ;90500-91000 m;;0
MAGÉ;91000-91500 m;;0
MAGÉ;91500-92000 m;;0
MAGÉ;92000-92500 m;;0
MAGÉ;92500-93000 m;;0
MAGÉ;93000-93500 m;;0
MAGÉ;93500-94000 m;;0
MAGÉ;94000-94500 m;;0
MAGÉ;94500-95000 m;;0
MAGÉ;95000-95500 m;;0
MAGÉ;95500-96000 m;;0
MAGÉ;96000-96500 m;;0
MAGÉ;96500-97000 m;;0
MAGÉ;97000-97500 m;;0
MAGÉ;97500-98000 m;;0
MAGÉ;98000-98500 m;;0
MAGÉ;98500-99000 m;;0
MAGÉ;99000-99500 m;;0
MAGÉ;99500-100000 m;;0
MAGÉ;100000-100500 m;;0
MAGÉ;100500-101000 m;;0
MAGÉ;101000-101500 m;;0
MAGÉ;101500-102000 m;;0
MAGÉ;102000-102500 m;;0
MAGÉ;102500-103000 m;;0
MAGÉ;103000-103500 m;;0
MAGÉ;103500-104000 m;;0
MAGÉ;104000-104500 m;;0
MAGÉ;104500-105000 m;;0
MAGÉ;105000-105500 m;;0
MAGÉ;105500-106000 m;;0
MAGÉ;106000-106500 m;;0
MAGÉ;106500-107000 m;;0
MAGÉ;107000-107500 m;;0
MAGÉ;107500-108000 m;;0
MAGÉ;108000-108500 m;;0
MAGÉ;108500-109000 m;;0
MAGÉ;109000-109500 m;;0
MAGÉ;109500-110000 m;;0
MAGÉ;110000-110500 m;;0
MAGÉ;110500-111000 m;;0
MAGÉ;111000-111500 m;;0
MAGÉ;111500-112000 m;;0
MAGÉ;112000-112500 m;;0
MAGÉ;112500-113000 m;;0
MAGÉ;113000-113500 m;;0
MAGÉ;113500-114000 m;;0
MAGÉ;114000-114500 m;;0
MAGÉ;114500-115000 m;;0
MAGÉ;115000-115500 m;;0
MAGÉ;115500-116000 m;;0
MAGÉ;116000-116500 m;;0
MAGÉ;116500-117000 m;;0
MAGÉ;117000-117500 m;;0
MAGÉ;117500-118000 m;;0
MAGÉ;118000-118500 m;;0
MAGÉ;118500-119000 m;;0
MAGÉ;119000-119500 m;;0
MAGÉ;119500-120000 m;;0
MAGÉ;120000-120500 m;;0
MAGÉ;120500-121000 m;;0
MAGÉ;121000-121500 m;;0
MAGÉ;121500-122000 m;;0
MAGÉ;122000-122500 m;;0
MAGÉ;122500-123000 m;;0
MAGÉ;123000-123500 m;;0
MAGÉ;123500-124000 m;;0
MAGÉ;124000-124500 m;;0
MAGÉ;124500-125000 m;;0
MAGÉ;125000-125500 m;;0
MAGÉ;125500-126000 m;;0
MAGÉ;126000-126500 m;;0
MAGÉ;126500-127000 m;;0
MAGÉ;127000-127500 m;;0
MAGÉ;127500-128000 m;;0
MAGÉ;128000-128500 m;;0
MAGÉ;128500-129000 m;;0
MAGÉ;129000-129500 m;;0
MAGÉ;129500-130000 m;;0
MAGÉ;130000-130500 m;;0
MAGÉ;130500-131000 m;;0
MAGÉ;131000-131500 m;;0
MAGÉ;131500-132000 m;;0
MAGÉ;132000-132500 m;;0
MAGÉ;132500-133000 m;;0
MAGÉ;133000-133500 m;;0
MAGÉ;133500-134000 m;;0
MAGÉ;134000-134500 m;;0
MAGÉ;134500-135000 m;;0
MAGÉ;135000-135500 m;;0
MAGÉ;135500-136000 m;;0
MAGÉ;136000-136500 m;;0
MAGÉ;136500-137000 m;;0
MAGÉ;137000-137500 m;;0
MAGÉ;137500-138000 m;;0
MAGÉ;138000-138500 m;;0
MAGÉ;138500-139000 m;;0
MAGÉ;139000-139500 m;;0
MAGÉ;139500-140000 m;;0
MAGÉ;140000-140500 m;;0
MAGÉ;140500-141000 m;;0
MAGÉ;141000-141500 m;;0
MAGÉ;141500-142000 m;;0
MAGÉ;142000-142500 m;;0
MAGÉ;142500-143000 m;;0
MAGÉ;143000-143500 m;;0
MAGÉ;143500-144000 m;;0
MAGÉ;144000-144500 m;;0
MAGÉ;144500-145000 m;;0
MAGÉ;145000-145500 m;;0
MAGÉ;145500-146000 m;;0
MAGÉ;146000-146500 m;;0
MAGÉ;146500-147000 m;;0
MAGÉ;147000-147500 m;;0
MAGÉ;147500-148000 m;;0
MAGÉ;148000-148500 m;;0
MAGÉ;148500-149000 m;;0
MAGÉ;149000-149500 m;;0
MAGÉ;149500-150000 m;;0
MAGÉ;150000-150500 m;;0
MAGÉ;150500-151000 m;;0
MAGÉ;151000-151500 m;;0
MAGÉ;151500-152000 m;;0
MAGÉ;152000-152500 m;;0
MAGÉ;152500-153000 m;;0
MAGÉ;153000-153500 m;;0
MAGÉ;153500-154000 m;;0
MAGÉ;154000-154500 m;;0
MAGÉ;154500-155000 m;;0
MAGÉ;155000-155500 m;;0
MAGÉ;155500-156000 m;;0
MAGÉ;156000-156500 m;;0
MAGÉ;156500-157000 m;;0
MAGÉ;157000-157500 m;;0
MAGÉ;157500-158000 m;;0
MAGÉ;158000-158500 m;;0
MAGÉ;158500-159000 m;;0
MAGÉ;159000-159500 m;;0
MAGÉ;159500-160000 m;;0
MAGÉ;160000-160500 m;;0
MAGÉ;160500-161000 m;;0
MAGÉ;161000-161500 m;;0
MAGÉ;161500-162000 m;;0
MAGÉ;162000-162500 m;;0
MAGÉ;162500-163000 m;;0
MAGÉ;163000-163500 m;;0
MAGÉ;163500-164000 m;;0
MAGÉ;164000-164500 m;;0
MAGÉ;164500-165000 m;;0
MAGÉ;165000-165500 m;;0
MAGÉ;165500-166000 m;;0
MAGÉ;166000-166500 m;;0
MAGÉ;166500-167000 m;;0
MAGÉ;167000-167500 m;;0
MAGÉ;167500-168000 m;;0
MAGÉ;168000-168500 m;;0
MAGÉ;168500-169000 m;;0
MAGÉ;169000-169500 m;;0
MAGÉ;169500-170000 m;;0
MAGÉ;170000-170500 m;;0
MAGÉ;170500-171000 m;;0
MAGÉ;171000-171500 m;;0
MAGÉ;171500-172000 m;;0
MAGÉ;172000-172500 m;;0
MAGÉ;172500-173000 m;;0
MAGÉ;173000-173500 m;;0
MAGÉ;173500-174000 m;;0
MAGÉ;174000-174500 m;;0
MAGÉ;174500-175000 m;;0
MAGÉ;175000-175500 m;;0
MAGÉ;175500-176000 m;;0
MAGÉ;176000-176500 m;;0
MAGÉ;176500-177000 m;;0
MAGÉ;177000-177500 m;;0
MAGÉ;177500-178000 m;;0
MAGÉ;178000-178500 m;;0
MAGÉ;178500-179000 m;;0
MAGÉ;179000-179500 m;;0
MAGÉ;179500-180000 m;;0
MAGÉ;180000-180500 m;;0
MAGÉ;180500-181000 m;;0
MAGÉ;181000-181500 m;;0
MAGÉ;181500-182000 m;;0
MAGÉ;182000-182500 m;;0
MAGÉ;182500-183000 m;;0
MAGÉ;183000-183500 m;;0
MAGÉ;183500-184000 m;;0
MAGÉ;184000-184500 m;;0
MAGÉ;184500-185000 m;;0
MAGÉ;185000-185500 m;;0
MAGÉ;185500-186000 m;;0
MAGÉ;186000-186500 m;;0
MAGÉ;186500-187000 m;;0
MAGÉ;187000-187500 m;;0
MAGÉ;187500-188000 m;;0
MAGÉ;188000-188500 m;;0
MAGÉ;188500-189000 m;;0
MAGÉ;189000-189500 m;;0
MAGÉ;189500-190000 m;;0
MAGÉ;190000-190500 m;;0
MAGÉ;190500-191000 m;;0
MAGÉ;191000-191500 m;;0
MAGÉ;191500-192000 m;;0
MAGÉ;192000-192500 m;;0
MAGÉ;192500-193000 m;;0
MAGÉ;193000-193500 m;;0
MAGÉ;193500-194000 m;;0
MAGÉ;194000-194500 m;;0
MAGÉ;194500-195000 m;;0
MAGÉ;195000-195500 m;;0
MAGÉ;195500-196000 m;;0
MAGÉ;196000-196500 m;;0
MAGÉ;196500-197000 m;;0
MAGÉ;197000-197500 m;;0
MAGÉ;197500-198000 m;;0
MAGÉ;198000-198500 m;;0
MAGÉ;198500-199000 m;;0
MAGÉ;199000-199500 m;;0
MAGÉ;199500-200000 m;;0
MAGÉ;200000-200500 m;;0
MAGÉ;200500-201000 m;;0
MAGÉ;201000-201500 m;;0
MAGÉ;201500-202000 m;;0
MAGÉ;202000-202500 m;;0
MAGÉ;202500-203000 m;;0
MAGÉ;203000-203500 m;;0
MAGÉ;203500-204000 m;;0
MAGÉ;204000-204500 m;;0
MAGÉ;204500-205000 m;;0
MAGÉ;205000-205500 m;;0
MAGÉ;205500-206000 m;;0
MAGÉ;206000-206500 m;;0
MAGÉ;206500-207000 m;;0
MAGÉ;207000-207500 m;;0
MAGÉ;207500-208000 m;;0
MAGÉ;208000-208500 m;;0
MAGÉ;208500-209000 m;;0
MAGÉ;209000-209500 m;;0
MAGÉ;209500-210000 m;;0
MAGÉ;210000-210500 m;;0
MAGÉ;210500-211000 m;;0
MAGÉ;211000-211500 m;;0
MAGÉ;211500-212000 m;;0
MAGÉ;212000-212500 m;;0
MAGÉ;212500-213000 m;;0
MAGÉ;213000-213500 m;;0
MAGÉ;213500-214000 m;;0
MAGÉ;214000-214500 m;;0
MAGÉ;214500-215000 m;;0
MAGÉ;215000-215500 m;;0
MAGÉ;215500-216000 m;;0
MAGÉ;216000-216500 m;;0
MAGÉ;216500-217000 m;;0
MAGÉ;217000-217500 m;;0
MAGÉ;217500-218000 m;;0
MAGÉ;218000-218500 m;;0
MAGÉ;218500-219000 m;;0
MAGÉ;219000-219500 m;;0
MAGÉ;219500-220000 m;;0
MAGÉ;220000-220500 m;;0
MAGÉ;220500-221000 m;;0
MAGÉ;221000-221500 m;;0
MAGÉ;221500-222000 m;;0
MAGÉ;222000-222500 m;;0
MAGÉ;222500-223000 m;;0
MAGÉ;223000-223500 m;;0
MAGÉ;223500-224000 m;;0
MAGÉ;224000-224500 m;;0
MAGÉ;224500-225000 m;;0
MAGÉ;225000-225500 m;;0
MAGÉ;225500-226000 m;;0
MAGÉ;226000-226500 m;;0
MAGÉ;226500-227000 m;;0
MAGÉ;227000-227500 m;;0
MAGÉ;227500-228000 m;;0
MAGÉ;228000-228500 m;;0
MAGÉ;228500-229000 m;;0
MAGÉ;229000-229500 m;;0
MAGÉ;229500-230000 m;;0
MAGÉ;230000-230500 m;;0
MAGÉ;230500-231000 m;;0
MAGÉ;231000-231500 m;;0
MAGÉ;231500-232000 m;;0
MAGÉ;232000-232500 m;;0
MAGÉ;232500-233000 m;;0
MAGÉ;233000-233500 m;;0
MAGÉ;233500-234000 m;;0
MAGÉ;234000-234500 m;;0
MAGÉ;234500-235000 m;;0
MAGÉ;235000-235500 m;;0
MAGÉ;235500-236000 m;;0
MAGÉ;236000-236500 m;;0
MAGÉ;236500-237000 m;;0
MARICÁ;0-500 m;300.99;986
MARICÁ;500-1000 m;1.42;196
MARICÁ;1000-1500 m;1.01;62
MARICÁ;1500-2000 m;1.46;49
MARICÁ;2000-2500 m;1.33;26
MARICÁ;2500-3000 m;2.01;21
MARICÁ;3000-3500 m;1.54;13
MARICÁ;3500-4000 m;1.61;14
MARICÁ;4000-4500 m;1.55;10
MARICÁ;4500-5000 m;1.9;20
MARICÁ;5000-5500 m;1.56;9
MARICÁ;5500-6000 m;1.7;4
MARICÁ;6000-6500 m;2.36;6
MARICÁ;6500-7000 m;1.85;5
MARICÁ;7000-7500 m;1.28;1
MARICÁ;7500-8000 m;1.47;4
MARICÁ;8000-8500 m;1.57;5
MARICÁ;8500-9000 m;1.44;4
MARICÁ;9000-9500 m;1.39;1
MARICÁ;9500-10000 m;1.41;1
MARICÁ;10000-10500 m;1.93;2
MARICÁ;10500-11000 m;;0
MARICÁ;11000-11500 m;1.55;6
MARICÁ;11500-12000 m;1.62;3
MARICÁ;12000-12500 m;1.81;1
MARICÁ;12500-13000 m;1.53;2
MARICÁ;13000-13500 m;1.32;3
MARICÁ;13500-14000 m;1.51;1
MARICÁ;14000-14500 m;;0
MARICÁ;14500-15000 m;;0
MARICÁ;15000-15500 m;;0
MARICÁ;15500-16000 m;;0
MARICÁ;16000-16500 m;;0
MARICÁ;16500-17000 m;;0
MARICÁ;17000-17500 m;;0
MARICÁ;17500-18000 m;;0
MARICÁ;18000-18500 m;;0
MARICÁ;18500-19000 m;;0
MARICÁ;19000-19500 m;;0
MARICÁ;19500-20000 m;;0
MARICÁ;20000-20500 m;;0
MARICÁ;20500-21000 m;;0
MARICÁ;21000-21500 m;;0
MARICÁ;21500-22000 m;;0
MARICÁ;22000-22500 m;;0
MARICÁ;22500-23000 m;;0
MARICÁ;23000-23500 m;;0
MARICÁ;23500-24000 m;;0
MARICÁ;24000-24500 m;;0
MARICÁ;24500-25000 m;;0
MARICÁ;25000-25500 m;;0
MARICÁ;25500-26000 m;;0
MARICÁ;26000-26500 m;;0
MARICÁ;26500-27000 m;;0
MARICÁ;27000-27500 m;;0
MARICÁ;27500-28000 m;;0
MARICÁ;28000-28500 m;;0
MARICÁ;28500-29000 m;;0
MARICÁ;29000-29500 m;;0
MARICÁ;29500-30000 m;;0
MARICÁ;30000-30500 m;;0
MARICÁ;30500-31000 m;;0
MARICÁ;31000-31500 m;;0
MARICÁ;31500-32000 m;;0
MARICÁ;32000-32500 m;;0
MARICÁ;32500-33000 m;;0
MARICÁ;33000-33500 m;;0
MARICÁ;33500-34000 m;;0
MARICÁ;34000-34500 m;;0
MARICÁ;34500-35000 m;;0
MARICÁ;35000-35500 m;;0
MARICÁ;35500-36000 m;;0
MARICÁ;36000-36500 m;;0
MARICÁ;36500-37000 m;;0
MARICÁ;37000-37500 m;;0
MARICÁ;37500-38000 m;;0
MARICÁ;38000-38500 m;;0
MARICÁ;38500-39000 m;;0
MARICÁ;39000-39500 m;;0
MARICÁ;39500-40000 m;;0
MARICÁ;40000-40500 m;;0
MARICÁ;40500-41000 m;;0
MARICÁ;41000-41500 m;;0
MARICÁ;41500-42000 m;;0
MARICÁ;42000-42500 m;;0
MARICÁ;42500-43000 m;;0
MARICÁ;43000-43500 m;;0
MARICÁ;43500-44000 m;;0
MARICÁ;44000-44500 m;;0
MARICÁ;44500-45000 m;;0
MARICÁ;45000-45500 m;;0
MARICÁ;45500-46000 m;;0
MARICÁ;46000-46500 m;;0
MARICÁ;46500-47000 m;;0
MARICÁ;47000-47500 m;;0
MARICÁ;47500-48000 m;;0
MARICÁ;48000-48500 m;;0
MARICÁ;48500-49000 m;;0
MARICÁ;49000-49500 m;;0
MARICÁ;49500-50000 m;;0
MARICÁ;50000-50500 m;;0
MARICÁ;50500-51000 m;;0
MARICÁ;51000-51500 m;;0
MARICÁ;51500-52000 m;;0
MARICÁ;52000-52500 m;;0
MARICÁ;52500-53000 m;;0
MARICÁ;53000-53500 m;;0
MARICÁ;53500-54000 m;;0
MARICÁ;54000-54500 m;;0
MARICÁ;54500-55000 m;;0
MARICÁ;55000-55500 m;;0
MARICÁ;55500-56000 m;;0
MARICÁ;56000-56500 m;;0
MARICÁ;56500-57000 m;;0
MARICÁ;57000-57500 m;;0
MARICÁ;57500-58000 m;;0
MARICÁ;58000-58500 m;;0
MARICÁ;58500-59000 m;;0
MARICÁ;59000-59500 m;;0
MARICÁ;59500-60000 m;;0
MARICÁ;60000-60500 m;;0
MARICÁ;60500-61000 m;;0
MARICÁ;61000-61500 m;;0
MARICÁ;61500-62000 m;;0
MARICÁ;62000-62500 m;;0
MARICÁ;62500-63000 m;;0
MARICÁ;63000-63500 m;;0
MARICÁ;63500-64000 m;;0
MARICÁ;64000-64500 m;;0
MARICÁ;64500-65000 m;;0
MARICÁ;65000-65500 m;;0
MARICÁ;65500-66000 m;;0
MARICÁ;66000-66500 m;;0
MARICÁ;66500-67000 m;;0
MARICÁ;67000-67500 m;;0
MARICÁ;67500-68000 m;;0
MARICÁ;68000-68500 m;;0
MARICÁ;68500-69000 m;;0
MARICÁ;69000-69500 m;;0
MARICÁ;69500-70000 m;;0
MARICÁ;70000-70500 m;;0
MARICÁ;70500-71000 m;;0
MARICÁ;71000-71500 m;;0
MARICÁ;71500-72000 m;;0
MARICÁ;72000-72500 m;;0
MARICÁ;72500-73000 m;;0
MARICÁ;73000-73500 m;;0
MARICÁ;73500-74000 m;;0
MARICÁ;74000-74500 m;;0
MARICÁ;74500-75000 m;;0
MARICÁ;75000-75500 m;;0
MARICÁ;75500-76000 m;;0
MARICÁ;76000-76500 m;;0
MARICÁ;76500-77000 m;;0
MARICÁ;77000-77500 m;;0
MARICÁ;77500-78000 m;;0
MARICÁ;78000-78500 m;;0
MARICÁ;78500-79000 m;;0
MARICÁ;79000-79500 m;;0
MARICÁ;79500-80000 m;;0
MARICÁ;80000-80500 m;;0
MARICÁ;80500-81000 m;;0
MARICÁ;81000-81500 m;;0
MARICÁ;81500-82000 m;;0
MARICÁ;82000-82500 m;;0
MARICÁ;82500-83000 m;;0
MARICÁ;83000-83500 m;;0
MARICÁ;83500-84000 m;;0
MARICÁ;84000-84500 m;;0
MARICÁ;84500-85000 m;;0
MARICÁ;85000-85500 m;;0
MARICÁ;85500-86000 m;;0
MARICÁ;86000-86500 m;;0
MARICÁ;86500-87000 m;;0
MARICÁ;87000-87500 m;;0
MARICÁ;87500-88000 m;;0
MARICÁ;88000-88500 m;;0
MARICÁ;88500-89000 m;;0
MARICÁ;89000-89500 m;;0
MARICÁ;89500-90000 m;;0
MARICÁ;90000-90500 m;;0
MARICÁ;90500-91000 m;;0
MARICÁ;91000-91500 m;;0
MARICÁ;91500-92000 m;;0
MARICÁ;92000-92500 m;;0
MARICÁ;92500-93000 m;;0
MARICÁ;93000-93500 m;;0
MARICÁ;93500-94000 m;;0
MARICÁ;94000-94500 m;;0
MARICÁ;94500-95000 m;;0
MARICÁ;95000-95500 m;;0
MARICÁ;95500-96000 m;;0
MARICÁ;96000-96500 m;;0
MARICÁ;96500-97000 m;;0
MARICÁ;97000-97500 m;;0
MARICÁ;97500-98000 m;;0
MARICÁ;98000-98500 m;;0
MARICÁ;98500-99000 m;;0
MARICÁ;99000-99500 m;;0
MARICÁ;99500-100000 m;;0
MARICÁ;100000-100500 m;;0
MARICÁ;100500-101000 m;;0
MARICÁ;101000-101500 m;;0
MARICÁ;101500-102000 m;;0
MARICÁ;102000-102500 m;;0
MARICÁ;102500-103000 m;;0
MARICÁ;103000-103500 m;;0
MARICÁ;103500-104000 m;;0
MARICÁ;104000-104500 m;;0
MARICÁ;104500-105000 m;;0
MARICÁ;105000-105500 m;;0
MARICÁ;105500-106000 m;;0
MARICÁ;106000-106500 m;;0
MARICÁ;106500-107000 m;;0
MARICÁ;107000-107500 m;;0
MARICÁ;107500-108000 m;;0
MARICÁ;108000-108500 m;;0
MARICÁ;108500-109000 m;;0
MARICÁ;109000-109500 m;;0
MARICÁ;109500-110000 m;;0
MARICÁ;110000-110500 m;;0
MARICÁ;110500-111000 m;;0
MARICÁ;111000-111500 m;;0
MARICÁ;111500-112000 m;;0
MARICÁ;112000-112500 m;;0
MARICÁ;112500-113000 m;;0
MARICÁ;113000-113500 m;;0
MARICÁ;113500-114000 m;;0
MARICÁ;114000-114500 m;;0
MARICÁ;114500-115000 m;;0
MARICÁ;115000-115500 m;;0
MARICÁ;115500-116000 m;;0
MARICÁ;116000-116500 m;;0
MARICÁ;116500-117000 m;;0
MARICÁ;117000-117500 m;;0
MARICÁ;117500-118000 m;;0
MARICÁ;118000-118500 m;;0
MARICÁ;118500-119000 m;;0
MARICÁ;119000-119500 m;;0
MARICÁ;119500-120000 m;;0
MARICÁ;120000-120500 m;;0
MARICÁ;120500-121000 m;;0
MARICÁ;121000-121500 m;;0
MARICÁ;121500-122000 m;;0
MARICÁ;122000-122500 m;;0
MARICÁ;122500-123000 m;;0
MARICÁ;123000-123500 m;;0
MARICÁ;123500-124000 m;;0
MARICÁ;124000-124500 m;;0
MARICÁ;124500-125000 m;;0
MARICÁ;125000-125500 m;;0
MARICÁ;125500-126000 m;;0
MARICÁ;126000-126500 m;;0
MARICÁ;126500-127000 m;;0
MARICÁ;127000-127500 m;;0
MARICÁ;127500-128000 m;;0
MARICÁ;128000-128500 m;;0
MARICÁ;128500-129000 m;;0
MARICÁ;129000-129500 m;;0
MARICÁ;129500-130000 m;;0
MARICÁ;130000-130500 m;;0
MARICÁ;130500-131000 m;;0
