Polo;Equipe;Tipo_Equipe;Ordem_Visita;ID_Servico;Valor_Divida;Tempo_Execucao_Min;KM_Trecho_Estimado;Tempo_Trecho_Estimado_Min;KM_Trecho_Google;Tempo_Trecho_Google_Min;Link_Google_Maps
NITERÓI;Equipe Leve 5;Leve;21;33319118.0;392.96;12.0;2.19;6.57;0.81;1.2;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.8872,-43.0425/-22.8825,-43.0494/-22.8747,-43.0497/-22.8747,-43.0492/-22.8722,-43.0408/-22.8639,-43.0322/-22.8758,-43.0319/-22.8806,-43.0233/-22.8836,-43.0197/-22.8842,-43.0186/-22.8958,-43.0131/-22.9153,-43.0172/-22.9269,-43.0039/-22.9283,-43.0075/-22.9306,-43.0083/-22.9328,-43.0031/-22.945,-43.0156/-22.9164,-43.0486/-22.9164,-43.0486/-22.91,-43.0481/-22.9072,-43.0603/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 6;Leve;1;34250134.0;722.2;12.0;1.27;3.8;2.31;5.33;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9125,-43.0644/-22.9122,-43.0647/-22.9131,-43.0664/-22.9139,-43.0647/-22.9144,-43.0647/-22.9156,-43.0667/-22.9161,-43.0658/-22.9164,-43.0658/-22.9181,-43.0664/-22.9181,-43.0647/-22.92,-43.0628/-22.9239,-43.06/-22.9389,-43.0597/-22.9442,-43.0581/-22.9553,-43.0586/-22.9608,-43.0531/-22.9678,-43.0422/-22.9689,-43.0406/-22.9661,-43.0367/-22.9319,-43.0508/-22.9314,-43.0508/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 6;Leve;2;34015926.0;518.82;12.0;0.08;0.23;0.2;0.55;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9125,-43.0644/-22.9122,-43.0647/-22.9131,-43.0664/-22.9139,-43.0647/-22.9144,-43.0647/-22.9156,-43.0667/-22.9161,-43.0658/-22.9164,-43.0658/-22.9181,-43.0664/-22.9181,-43.0647/-22.92,-43.0628/-22.9239,-43.06/-22.9389,-43.0597/-22.9442,-43.0581/-22.9553,-43.0586/-22.9608,-43.0531/-22.9678,-43.0422/-22.9689,-43.0406/-22.9661,-43.0367/-22.9319,-43.0508/-22.9314,-43.0508/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 6;Leve;3;34310869.0;605.49;12.0;0.34;1.02;0.02;0.05;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9125,-43.0644/-22.9122,-43.0647/-22.9131,-43.0664/-22.9139,-43.0647/-22.9144,-43.0647/-22.9156,-43.0667/-22.9161,-43.0658/-22.9164,-43.0658/-22.9181,-43.0664/-22.9181,-43.0647/-22.92,-43.0628/-22.9239,-43.06/-22.9389,-43.0597/-22.9442,-43.0581/-22.9553,-43.0586/-22.9608,-43.0531/-22.9678,-43.0422/-22.9689,-43.0406/-22.9661,-43.0367/-22.9319,-43.0508/-22.9314,-43.0508/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 6;Leve;4;33251186.0;397.97;12.0;0.33;1.0;0.56;2.07;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9125,-43.0644/-22.9122,-43.0647/-22.9131,-43.0664/-22.9139,-43.0647/-22.9144,-43.0647/-22.9156,-43.0667/-22.9161,-43.0658/-22.9164,-43.0658/-22.9181,-43.0664/-22.9181,-43.0647/-22.92,-43.0628/-22.9239,-43.06/-22.9389,-43.0597/-22.9442,-43.0581/-22.9553,-43.0586/-22.9608,-43.0531/-22.9678,-43.0422/-22.9689,-43.0406/-22.9661,-43.0367/-22.9319,-43.0508/-22.9314,-43.0508/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 6;Leve;5;34308431.0;638.92;12.0;0.09;0.28;0.71;1.65;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9125,-43.0644/-22.9122,-43.0647/-22.9131,-43.0664/-22.9139,-43.0647/-22.9144,-43.0647/-22.9156,-43.0667/-22.9161,-43.0658/-22.9164,-43.0658/-22.9181,-43.0664/-22.9181,-43.0647/-22.92,-43.0628/-22.9239,-43.06/-22.9389,-43.0597/-22.9442,-43.0581/-22.9553,-43.0586/-22.9608,-43.0531/-22.9678,-43.0422/-22.9689,-43.0406/-22.9661,-43.0367/-22.9319,-43.0508/-22.9314,-43.0508/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 6;Leve;6;34053383.0;1502.51;28.0;0.42;1.25;0.22;0.67;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9125,-43.0644/-22.9122,-43.0647/-22.9131,-43.0664/-22.9139,-43.0647/-22.9144,-43.0647/-22.9156,-43.0667/-22.9161,-43.0658/-22.9164,-43.0658/-22.9181,-43.0664/-22.9181,-43.0647/-22.92,-43.0628/-22.9239,-43.06/-22.9389,-43.0597/-22.9442,-43.0581/-22.9553,-43.0586/-22.9608,-43.0531/-22.9678,-43.0422/-22.9689,-43.0406/-22.9661,-43.0367/-22.9319,-43.0508/-22.9314,-43.0508/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 6;Leve;7;34308648.0;1891.37;12.0;0.18;0.55;0.03;0.12;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9125,-43.0644/-22.9122,-43.0647/-22.9131,-43.0664/-22.9139,-43.0647/-22.9144,-43.0647/-22.9156,-43.0667/-22.9161,-43.0658/-22.9164,-43.0658/-22.9181,-43.0664/-22.9181,-43.0647/-22.92,-43.0628/-22.9239,-43.06/-22.9389,-43.0597/-22.9442,-43.0581/-22.9553,-43.0586/-22.9608,-43.0531/-22.9678,-43.0422/-22.9689,-43.0406/-22.9661,-43.0367/-22.9319,-43.0508/-22.9314,-43.0508/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 6;Leve;8;34308700.0;1083.74;12.0;0.06;0.17;0.22;0.62;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9125,-43.0644/-22.9122,-43.0647/-22.9131,-43.0664/-22.9139,-43.0647/-22.9144,-43.0647/-22.9156,-43.0667/-22.9161,-43.0658/-22.9164,-43.0658/-22.9181,-43.0664/-22.9181,-43.0647/-22.92,-43.0628/-22.9239,-43.06/-22.9389,-43.0597/-22.9442,-43.0581/-22.9553,-43.0586/-22.9608,-43.0531/-22.9678,-43.0422/-22.9689,-43.0406/-22.9661,-43.0367/-22.9319,-43.0508/-22.9314,-43.0508/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 6;Leve;9;34303155.0;1473.72;12.0;0.34;1.01;0.29;0.62;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9125,-43.0644/-22.9122,-43.0647/-22.9131,-43.0664/-22.9139,-43.0647/-22.9144,-43.0647/-22.9156,-43.0667/-22.9161,-43.0658/-22.9164,-43.0658/-22.9181,-43.0664/-22.9181,-43.0647/-22.92,-43.0628/-22.9239,-43.06/-22.9389,-43.0597/-22.9442,-43.0581/-22.9553,-43.0586/-22.9608,-43.0531/-22.9678,-43.0422/-22.9689,-43.0406/-22.9661,-43.0367/-22.9319,-43.0508/-22.9314,-43.0508/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 6;Leve;10;34051399.0;544.53;12.0;0.3;0.89;0.77;2.63;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9125,-43.0644/-22.9122,-43.0647/-22.9131,-43.0664/-22.9139,-43.0647/-22.9144,-43.0647/-22.9156,-43.0667/-22.9161,-43.0658/-22.9164,-43.0658/-22.9181,-43.0664/-22.9181,-43.0647/-22.92,-43.0628/-22.9239,-43.06/-22.9389,-43.0597/-22.9442,-43.0581/-22.9553,-43.0586/-22.9608,-43.0531/-22.9678,-43.0422/-22.9689,-43.0406/-22.9661,-43.0367/-22.9319,-43.0508/-22.9314,-43.0508/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 6;Leve;11;33365675.0;712.37;12.0;0.49;1.46;0.67;2.0;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9125,-43.0644/-22.9122,-43.0647/-22.9131,-43.0664/-22.9139,-43.0647/-22.9144,-43.0647/-22.9156,-43.0667/-22.9161,-43.0658/-22.9164,-43.0658/-22.9181,-43.0664/-22.9181,-43.0647/-22.92,-43.0628/-22.9239,-43.06/-22.9389,-43.0597/-22.9442,-43.0581/-22.9553,-43.0586/-22.9608,-43.0531/-22.9678,-43.0422/-22.9689,-43.0406/-22.9661,-43.0367/-22.9319,-43.0508/-22.9314,-43.0508/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 6;Leve;12;34303137.0;4601.09;12.0;0.88;2.65;5.37;9.57;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9125,-43.0644/-22.9122,-43.0647/-22.9131,-43.0664/-22.9139,-43.0647/-22.9144,-43.0647/-22.9156,-43.0667/-22.9161,-43.0658/-22.9164,-43.0658/-22.9181,-43.0664/-22.9181,-43.0647/-22.92,-43.0628/-22.9239,-43.06/-22.9389,-43.0597/-22.9442,-43.0581/-22.9553,-43.0586/-22.9608,-43.0531/-22.9678,-43.0422/-22.9689,-43.0406/-22.9661,-43.0367/-22.9319,-43.0508/-22.9314,-43.0508/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 6;Leve;13;34053644.0;4911.65;28.0;2.84;8.51;1.12;2.83;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9125,-43.0644/-22.9122,-43.0647/-22.9131,-43.0664/-22.9139,-43.0647/-22.9144,-43.0647/-22.9156,-43.0667/-22.9161,-43.0658/-22.9164,-43.0658/-22.9181,-43.0664/-22.9181,-43.0647/-22.92,-43.0628/-22.9239,-43.06/-22.9389,-43.0597/-22.9442,-43.0581/-22.9553,-43.0586/-22.9608,-43.0531/-22.9678,-43.0422/-22.9689,-43.0406/-22.9661,-43.0367/-22.9319,-43.0508/-22.9314,-43.0508/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 6;Leve;14;34303207.0;14240.26;28.0;1.04;3.12;2.36;5.2;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9125,-43.0644/-22.9122,-43.0647/-22.9131,-43.0664/-22.9139,-43.0647/-22.9144,-43.0647/-22.9156,-43.0667/-22.9161,-43.0658/-22.9164,-43.0658/-22.9181,-43.0664/-22.9181,-43.0647/-22.92,-43.0628/-22.9239,-43.06/-22.9389,-43.0597/-22.9442,-43.0581/-22.9553,-43.0586/-22.9608,-43.0531/-22.9678,-43.0422/-22.9689,-43.0406/-22.9661,-43.0367/-22.9319,-43.0508/-22.9314,-43.0508/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 6;Leve;15;34302885.0;3269.45;28.0;2.1;6.3;6.67;11.18;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9125,-43.0644/-22.9122,-43.0647/-22.9131,-43.0664/-22.9139,-43.0647/-22.9144,-43.0647/-22.9156,-43.0667/-22.9161,-43.0658/-22.9164,-43.0658/-22.9181,-43.0664/-22.9181,-43.0647/-22.92,-43.0628/-22.9239,-43.06/-22.9389,-43.0597/-22.9442,-43.0581/-22.9553,-43.0586/-22.9608,-43.0531/-22.9678,-43.0422/-22.9689,-43.0406/-22.9661,-43.0367/-22.9319,-43.0508/-22.9314,-43.0508/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 6;Leve;16;34303218.0;9460.34;28.0;1.41;4.24;0.63;2.22;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9125,-43.0644/-22.9122,-43.0647/-22.9131,-43.0664/-22.9139,-43.0647/-22.9144,-43.0647/-22.9156,-43.0667/-22.9161,-43.0658/-22.9164,-43.0658/-22.9181,-43.0664/-22.9181,-43.0647/-22.92,-43.0628/-22.9239,-43.06/-22.9389,-43.0597/-22.9442,-43.0581/-22.9553,-43.0586/-22.9608,-43.0531/-22.9678,-43.0422/-22.9689,-43.0406/-22.9661,-43.0367/-22.9319,-43.0508/-22.9314,-43.0508/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 6;Leve;17;33958993.0;10819.2;28.0;2.31;6.94;0.52;1.13;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9125,-43.0644/-22.9122,-43.0647/-22.9131,-43.0664/-22.9139,-43.0647/-22.9144,-43.0647/-22.9156,-43.0667/-22.9161,-43.0658/-22.9164,-43.0658/-22.9181,-43.0664/-22.9181,-43.0647/-22.92,-43.0628/-22.9239,-43.06/-22.9389,-43.0597/-22.9442,-43.0581/-22.9553,-43.0586/-22.9608,-43.0531/-22.9678,-43.0422/-22.9689,-43.0406/-22.9661,-43.0367/-22.9319,-43.0508/-22.9314,-43.0508/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 6;Leve;18;34303185.0;26233.95;28.0;0.35;1.04;6.04;10.77;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9125,-43.0644/-22.9122,-43.0647/-22.9131,-43.0664/-22.9139,-43.0647/-22.9144,-43.0647/-22.9156,-43.0667/-22.9161,-43.0658/-22.9164,-43.0658/-22.9181,-43.0664/-22.9181,-43.0647/-22.92,-43.0628/-22.9239,-43.06/-22.9389,-43.0597/-22.9442,-43.0581/-22.9553,-43.0586/-22.9608,-43.0531/-22.9678,-43.0422/-22.9689,-43.0406/-22.9661,-43.0367/-22.9319,-43.0508/-22.9314,-43.0508/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 6;Leve;19;34274117.0;332.62;12.0;0.86;2.58;1.29;3.35;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9125,-43.0644/-22.9122,-43.0647/-22.9131,-43.0664/-22.9139,-43.0647/-22.9144,-43.0647/-22.9156,-43.0667/-22.9161,-43.0658/-22.9164,-43.0658/-22.9181,-43.0664/-22.9181,-43.0647/-22.92,-43.0628/-22.9239,-43.06/-22.9389,-43.0597/-22.9442,-43.0581/-22.9553,-43.0586/-22.9608,-43.0531/-22.9678,-43.0422/-22.9689,-43.0406/-22.9661,-43.0367/-22.9319,-43.0508/-22.9314,-43.0508/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 6;Leve;20;33934727.0;1771.57;28.0;6.92;20.75;0.09;0.42;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9125,-43.0644/-22.9122,-43.0647/-22.9131,-43.0664/-22.9139,-43.0647/-22.9144,-43.0647/-22.9156,-43.0667/-22.9161,-43.0658/-22.9164,-43.0658/-22.9181,-43.0664/-22.9181,-43.0647/-22.92,-43.0628/-22.9239,-43.06/-22.9389,-43.0597/-22.9442,-43.0581/-22.9553,-43.0586/-22.9608,-43.0531/-22.9678,-43.0422/-22.9689,-43.0406/-22.9661,-43.0367/-22.9319,-43.0508/-22.9314,-43.0508/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 6;Leve;21;33929763.0;10310.03;28.0;0.09;0.28;4.92;9.0;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9125,-43.0644/-22.9122,-43.0647/-22.9131,-43.0664/-22.9139,-43.0647/-22.9144,-43.0647/-22.9156,-43.0667/-22.9161,-43.0658/-22.9164,-43.0658/-22.9181,-43.0664/-22.9181,-43.0647/-22.92,-43.0628/-22.9239,-43.06/-22.9389,-43.0597/-22.9442,-43.0581/-22.9553,-43.0586/-22.9608,-43.0531/-22.9678,-43.0422/-22.9689,-43.0406/-22.9661,-43.0367/-22.9319,-43.0508/-22.9314,-43.0508/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 7;Leve;1;34302604.0;1167.36;12.0;1.33;4.0;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;2;33903197.0;799.09;12.0;0.18;0.53;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;3;33867858.0;2664.5;12.0;0.13;0.39;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;4;33956941.0;4311.32;12.0;0.14;0.42;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;5;33902227.0;891.47;12.0;0.27;0.8;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;6;33154454.0;609.21;12.0;0.6;1.8;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;7;34302737.0;146.49;12.0;2.21;6.62;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;8;34272589.0;1030.6;28.0;0.06;0.17;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;9;34303144.0;2848.31;12.0;0.25;0.75;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;10;34069088.0;638.19;12.0;0.0;0.0;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;11;34304188.0;1637.23;12.0;0.18;0.54;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;12;34274523.0;5427.11;28.0;0.53;1.59;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;13;33871491.0;363.13;12.0;0.55;1.66;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;14;34054255.0;48207.3;28.0;2.34;7.03;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;15;34309509.0;1774.56;12.0;0.87;2.61;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;16;34310421.0;792.07;12.0;0.0;0.0;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;17;34303184.0;5640.08;28.0;0.57;1.7;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;18;34213577.0;366.72;12.0;0.24;0.73;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;19;34069177.0;1061.15;12.0;0.15;0.45;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;20;34056304.0;3013.78;28.0;0.25;0.75;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;21;34308180.0;500.77;12.0;0.45;1.34;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;22;34052495.0;1753.92;28.0;0.58;1.74;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;23;34017383.0;150.19;12.0;0.28;0.85;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;24;34052831.0;509.72;12.0;0.26;0.78;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;25;34310863.0;802.46;12.0;0.25;0.75;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;26;34015336.0;1148.18;12.0;0.58;1.75;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;27;34308276.0;1375.13;12.0;1.28;3.84;N/A;N/A;N/A
NITERÓI;Equipe Leve 7;Leve;28;33693312.0;80.26;12.0;0.64;1.93;N/A;N/A;N/A
NITERÓI;Equipe Leve 8;Leve;1;34303209.0;1757.08;28.0;1.0;3.0;1.12;3.43;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9044,-43.0656/-22.9044,-43.0656/-22.9028,-43.0672/-22.9025,-43.0672/-22.9022,-43.0672/-22.9022,-43.0672/-22.9025,-43.0697/-22.9022,-43.0703/-22.9022,-43.0708/-22.9022,-43.0708/-22.9022,-43.0719/-22.9017,-43.0728/-22.9017,-43.0733/-22.9017,-43.0739/-22.9017,-43.0739/-22.9028,-43.0744/-22.9033,-43.0756/-22.9031,-43.0758/-22.9022,-43.0747/-22.9006,-43.0744/-22.9003,-43.07/-22.9017,-43.0664/-22.9039,-43.0658/-22.9042,-43.0656/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 8;Leve;2;34303298.0;1816.44;28.0;0.0;0.0;0.02;0.05;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9044,-43.0656/-22.9044,-43.0656/-22.9028,-43.0672/-22.9025,-43.0672/-22.9022,-43.0672/-22.9022,-43.0672/-22.9025,-43.0697/-22.9022,-43.0703/-22.9022,-43.0708/-22.9022,-43.0708/-22.9022,-43.0719/-22.9017,-43.0728/-22.9017,-43.0733/-22.9017,-43.0739/-22.9017,-43.0739/-22.9028,-43.0744/-22.9033,-43.0756/-22.9031,-43.0758/-22.9022,-43.0747/-22.9006,-43.0744/-22.9003,-43.07/-22.9017,-43.0664/-22.9039,-43.0658/-22.9042,-43.0656/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 8;Leve;3;34069227.0;395.84;12.0;0.41;1.23;0.0;0.0;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9044,-43.0656/-22.9044,-43.0656/-22.9028,-43.0672/-22.9025,-43.0672/-22.9022,-43.0672/-22.9022,-43.0672/-22.9025,-43.0697/-22.9022,-43.0703/-22.9022,-43.0708/-22.9022,-43.0708/-22.9022,-43.0719/-22.9017,-43.0728/-22.9017,-43.0733/-22.9017,-43.0739/-22.9017,-43.0739/-22.9028,-43.0744/-22.9033,-43.0756/-22.9031,-43.0758/-22.9022,-43.0747/-22.9006,-43.0744/-22.9003,-43.07/-22.9017,-43.0664/-22.9039,-43.0658/-22.9042,-43.0656/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 8;Leve;4;34068563.0;393.94;12.0;0.06;0.17;0.16;0.78;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9044,-43.0656/-22.9044,-43.0656/-22.9028,-43.0672/-22.9025,-43.0672/-22.9022,-43.0672/-22.9022,-43.0672/-22.9025,-43.0697/-22.9022,-43.0703/-22.9022,-43.0708/-22.9022,-43.0708/-22.9022,-43.0719/-22.9017,-43.0728/-22.9017,-43.0733/-22.9017,-43.0739/-22.9017,-43.0739/-22.9028,-43.0744/-22.9033,-43.0756/-22.9031,-43.0758/-22.9022,-43.0747/-22.9006,-43.0744/-22.9003,-43.07/-22.9017,-43.0664/-22.9039,-43.0658/-22.9042,-43.0656/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 8;Leve;5;34303215.0;3283.12;28.0;0.06;0.17;0.32;1.43;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9044,-43.0656/-22.9044,-43.0656/-22.9028,-43.0672/-22.9025,-43.0672/-22.9022,-43.0672/-22.9022,-43.0672/-22.9025,-43.0697/-22.9022,-43.0703/-22.9022,-43.0708/-22.9022,-43.0708/-22.9022,-43.0719/-22.9017,-43.0728/-22.9017,-43.0733/-22.9017,-43.0739/-22.9017,-43.0739/-22.9028,-43.0744/-22.9033,-43.0756/-22.9031,-43.0758/-22.9022,-43.0747/-22.9006,-43.0744/-22.9003,-43.07/-22.9017,-43.0664/-22.9039,-43.0658/-22.9042,-43.0656/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 8;Leve;6;34302548.0;800.54;12.0;0.0;0.0;0.04;0.12;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9044,-43.0656/-22.9044,-43.0656/-22.9028,-43.0672/-22.9025,-43.0672/-22.9022,-43.0672/-22.9022,-43.0672/-22.9025,-43.0697/-22.9022,-43.0703/-22.9022,-43.0708/-22.9022,-43.0708/-22.9022,-43.0719/-22.9017,-43.0728/-22.9017,-43.0733/-22.9017,-43.0739/-22.9017,-43.0739/-22.9028,-43.0744/-22.9033,-43.0756/-22.9031,-43.0758/-22.9022,-43.0747/-22.9006,-43.0744/-22.9003,-43.07/-22.9017,-43.0664/-22.9039,-43.0658/-22.9042,-43.0656/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 8;Leve;7;34069358.0;1223.57;12.0;0.44;1.32;0.07;0.23;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9044,-43.0656/-22.9044,-43.0656/-22.9028,-43.0672/-22.9025,-43.0672/-22.9022,-43.0672/-22.9022,-43.0672/-22.9025,-43.0697/-22.9022,-43.0703/-22.9022,-43.0708/-22.9022,-43.0708/-22.9022,-43.0719/-22.9017,-43.0728/-22.9017,-43.0733/-22.9017,-43.0739/-22.9017,-43.0739/-22.9028,-43.0744/-22.9033,-43.0756/-22.9031,-43.0758/-22.9022,-43.0747/-22.9006,-43.0744/-22.9003,-43.07/-22.9017,-43.0664/-22.9039,-43.0658/-22.9042,-43.0656/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 8;Leve;8;33957022.0;1190.86;28.0;0.12;0.36;0.0;0.0;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9044,-43.0656/-22.9044,-43.0656/-22.9028,-43.0672/-22.9025,-43.0672/-22.9022,-43.0672/-22.9022,-43.0672/-22.9025,-43.0697/-22.9022,-43.0703/-22.9022,-43.0708/-22.9022,-43.0708/-22.9022,-43.0719/-22.9017,-43.0728/-22.9017,-43.0733/-22.9017,-43.0739/-22.9017,-43.0739/-22.9028,-43.0744/-22.9033,-43.0756/-22.9031,-43.0758/-22.9022,-43.0747/-22.9006,-43.0744/-22.9003,-43.07/-22.9017,-43.0664/-22.9039,-43.0658/-22.9042,-43.0656/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 8;Leve;9;33499557.0;89.24;12.0;0.09;0.26;0.55;1.73;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9044,-43.0656/-22.9044,-43.0656/-22.9028,-43.0672/-22.9025,-43.0672/-22.9022,-43.0672/-22.9022,-43.0672/-22.9025,-43.0697/-22.9022,-43.0703/-22.9022,-43.0708/-22.9022,-43.0708/-22.9022,-43.0719/-22.9017,-43.0728/-22.9017,-43.0733/-22.9017,-43.0739/-22.9017,-43.0739/-22.9028,-43.0744/-22.9033,-43.0756/-22.9031,-43.0758/-22.9022,-43.0747/-22.9006,-43.0744/-22.9003,-43.07/-22.9017,-43.0664/-22.9039,-43.0658/-22.9042,-43.0656/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 8;Leve;10;33956866.0;4723.52;28.0;0.0;0.0;0.34;0.95;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9044,-43.0656/-22.9044,-43.0656/-22.9028,-43.0672/-22.9025,-43.0672/-22.9022,-43.0672/-22.9022,-43.0672/-22.9025,-43.0697/-22.9022,-43.0703/-22.9022,-43.0708/-22.9022,-43.0708/-22.9022,-43.0719/-22.9017,-43.0728/-22.9017,-43.0733/-22.9017,-43.0739/-22.9017,-43.0739/-22.9028,-43.0744/-22.9033,-43.0756/-22.9031,-43.0758/-22.9022,-43.0747/-22.9006,-43.0744/-22.9003,-43.07/-22.9017,-43.0664/-22.9039,-43.0658/-22.9042,-43.0656/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 8;Leve;11;33956997.0;2714.37;28.0;0.19;0.57;0.62;2.52;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9044,-43.0656/-22.9044,-43.0656/-22.9028,-43.0672/-22.9025,-43.0672/-22.9022,-43.0672/-22.9022,-43.0672/-22.9025,-43.0697/-22.9022,-43.0703/-22.9022,-43.0708/-22.9022,-43.0708/-22.9022,-43.0719/-22.9017,-43.0728/-22.9017,-43.0733/-22.9017,-43.0739/-22.9017,-43.0739/-22.9028,-43.0744/-22.9033,-43.0756/-22.9031,-43.0758/-22.9022,-43.0747/-22.9006,-43.0744/-22.9003,-43.07/-22.9017,-43.0664/-22.9039,-43.0658/-22.9042,-43.0656/-22.90684155,-43.06050544
NITERÓI;Equipe Leve 8;Leve;12;33956793.0;3922.13;12.0;0.18;0.55;0.16;0.77;https://www.google.com/maps/dir/-22.90684155,-43.06050544/-22.9044,-43.0656/-22.9044,-43.0656/-22.9028,-43.0672/-22.9025,-43.0672/-22.9022,-43.0672/-22.9022,-43.0672/-22.9025,-43.0697/-22.9022,-43.0703/-22.9022,-43.0708/-22.9022,-43.0708/-22.9022,-43.0719/-22.9017,-43.0728/-22.9017,-43.0733/-22.9017,-43.0739/-22.9017,-43.0739/-22.9028,-43.0744/-22.9033,-43.0756/-22.9031,-43.0758/-22.9022,-43.0747/-22.9006,-43.0744/-22.9003,-43.07/-22.9017,-43.0664/-22.9039,-43.0658/-22.9042,-43.0656/-22.90684155,-43.06050544
